date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:18	252412/252412	---M--	200	added ('OK')	image/jpeg	etag:CN2q8KqyoO0CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606399998004-S0EUGZQHJVQSYH01HTMT/IMG-20180908-WA0011.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606399998004-S0EUGZQHJVQSYH01HTMT/IMG-20180908-WA0011.jpg	(from https://www.orestisgeorgiou.com/speaking)
19:45:19	259523/259523	---M--	200	added ('OK')	image/jpeg	etag:CNymjLKyoO0CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400010813-EUMQ2TMJWOBE2UCISPBY/IMG-20180908-WA0012.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400010813-EUMQ2TMJWOBE2UCISPBY/IMG-20180908-WA0012.jpg	(from https://www.orestisgeorgiou.com/speaking)
19:45:20	282959/282959	---M--	200	added ('OK')	image/jpeg	etag:CIfuj7eyoO0CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400023619-V6JG0RZSLMGAL7WSGXQJ/pic+pres.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400023619-V6JG0RZSLMGAL7WSGXQJ/pic+pres.jpg	(from https://www.orestisgeorgiou.com/speaking)
19:45:21	416471/416471	---M--	200	added ('OK')	image/jpeg	etag:CL/00cKyoO0CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400047677-32BC4ZNHDL3ZIVVCTGHG/received_533711940383285.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400047677-32BC4ZNHDL3ZIVVCTGHG/received_533711940383285.jpg	(from https://www.orestisgeorgiou.com/speaking)
19:45:27	46353/46353	---M-Z	200	added ('OK')	text/javascript	etag:%2240eac8d00da31d2c7d9024721c810f8c%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-17fcdd213e0be8f2a3f8f-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-17fcdd213e0be8f2a3f8f-min.en-US.js	(from https://www.orestisgeorgiou.com/roles)
19:45:41	192497/192497	---M--	200	added ('OK')	image/jpeg	etag:CLS31dOyoO0CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400082439-00458ADR4NB2E0DUXQOB/ResearchersNight2019.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1606400082439-00458ADR4NB2E0DUXQOB/ResearchersNight2019.jpg	(from https://www.orestisgeorgiou.com/speaking)
19:45:52	249418/249418	---M-Z	200	added ('OK')	text/javascript	etag:%22ba41d15b993e9b2e562b6834b8229c64%22	http://assets.squarespace.com/universal/scripts-compressed/performance-2b31864e00dd18f9fadd4-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/performance-2b31864e00dd18f9fadd4-min.en-US.js	(from https://www.orestisgeorgiou.com/roles)
19:46:03	750870/750870	---M-Z	200	added ('OK')	text/javascript	etag:%228b893a678253530c011bc37012d15ecf%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-d846c9bba14c7d46c64c0-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/common-vendors-d846c9bba14c7d46c64c0-min.en-US.js	(from https://www.orestisgeorgiou.com/roles)
19:46:09	106187/106187	---M--	200	added ('OK')	image/jpeg	etag:CN+00fzixOsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691511427-K2L3T58O4Y2CE8OVRBWC/logosArtboard+5.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691511427-K2L3T58O4Y2CE8OVRBWC/logosArtboard+5.jpg	(from https://www.orestisgeorgiou.com/roles)
19:46:25	1493449/1493449	---M-Z	200	added ('OK')	text/javascript	etag:%22a7b7e4cb3694711966c5c15018b48030%22	http://assets.squarespace.com/universal/scripts-compressed/common-d7f3183014a8632cf3f8a-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/common-d7f3183014a8632cf3f8a-min.en-US.js	(from https://www.orestisgeorgiou.com/roles)
19:46:25	0/0	---M--	302	error ('Found')	text/html	etag:W/%22630f9682030090aa10d4734257682c72%22	https://www.orestisgeorgiou.com/s/Researchers-night-2019.pdf	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/s/Researchers-night-2019.47.delayed	(from https://www.orestisgeorgiou.com/roles)
19:47:14	27510/27510	---M--	200	added ('OK')	image/jpeg	etag:CMXWtcfStO8CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1615891935568-YJN17UKI0CLED3MQCWVP/ultraleaplogo.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1615891935568-YJN17UKI0CLED3MQCWVP/ultraleaplogo.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:14	2432610/2432610	---M--	200	added ('OK')	application/pdf	date:Fri,%2017%20Feb%202023%2014:17:12%20GMT	https://static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/5d8a19eeca49b978bf9d02ff/1569331707703/Researcher%27s+night+2019.pdf	/home/aramaanmeher/websites/Aca/static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/5d8a19eeca49b978bf9d02ff/1569331707703/Researcher's+night+2019.pdf	(from https://www.orestisgeorgiou.com/roles)
19:47:15	31695/31695	---M--	200	added ('OK')	image/jpeg	etag:COmen/rHwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691788896-KC3KWV4LLJHKDSXJ4OGV/levitate.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691788896-KC3KWV4LLJHKDSXJ4OGV/levitate.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:15	60392/60392	---M--	200	added ('OK')	image/jpeg	etag:CLiJhKjIwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691803416-7DJKZ16WHSJ7HDMMISYI/h-reality.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691803416-7DJKZ16WHSJ7HDMMISYI/h-reality.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:17	124316/124316	---M--	200	added ('OK')	image/jpeg	etag:CLTwq8/QtO8CEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1615891414635-T6LQ36UIIT7UY46NAAKE/touchless-seconary-logo-white-colour.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1615891414635-T6LQ36UIIT7UY46NAAKE/touchless-seconary-logo-white-colour.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:18	174516/174516	---M--	200	added ('OK')	image/jpeg	etag:COzox4+W8vICEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1631200152955-NNCRBDC6LQNUMM50ZZ1W/e-textures-square-white.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1631200152955-NNCRBDC6LQNUMM50ZZ1W/e-textures-square-white.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:19	83297/83297	---M--	200	added ('OK')	image/jpeg	etag:CM3V86fIwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691252876-PMYAZEPP2OV4W2HPCHIR/logoArtboard+3.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691252876-PMYAZEPP2OV4W2HPCHIR/logoArtboard+3.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:19	56075/56075	---M--	200	added ('OK')	image/jpeg	etag:CNfhgv7ixOsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691213104-09NKAL5EJ5E4QUMBDYYO/logoArtboard+1.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1553691213104-09NKAL5EJ5E4QUMBDYYO/logoArtboard+1.jpg	(from https://www.orestisgeorgiou.com/roles)
19:47:21	33508/33508	---M--	200	added ('OK')	image/jpeg	etag:CI7FuvzixOsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554418978640-55XFDHRR7V98IV193PZD/gw4.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554418978640-55XFDHRR7V98IV193PZD/gw4.jpg	(from https://www.orestisgeorgiou.com/blog)
19:47:22	118674/118674	---M--	200	added ('OK')	image/jpeg	etag:CLHVgPzixOsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554419107422-MWMHHQ42A5V2AA7RUTNH/Untitled-1-01.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554419107422-MWMHHQ42A5V2AA7RUTNH/Untitled-1-01.jpg	(from https://www.orestisgeorgiou.com/blog)
19:47:22	33347/33347	---M--	200	added ('OK')	image/jpeg	etag:CLfblPrHwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554418995772-UF1VU7CBO4BDMNC2K8HJ/comisia-europeana-logo.png	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554418995772-UF1VU7CBO4BDMNC2K8HJ/comisia-europeana-logo.jpg	(from https://www.orestisgeorgiou.com/blog)
19:47:26	63041/63041	---MCZ	200	added ('OK')	text/html	etag:W/%22c92fee951c233330a3f445567112d917--gzip%22	https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch.html	(from https://www.orestisgeorgiou.com/blog)
19:47:28	68026/68026	---MCZ	200	added ('OK')	text/html	etag:W/%2223242a02fff486203b40f53dd841c1e6--gzip%22	https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist.html	(from https://www.orestisgeorgiou.com/blog)
19:47:33	63425/63425	---M-Z	200	added ('OK')	text/html	etag:W/%2256d4fb02a2a73a1dd524fb5da4b7bc38--gzip%22	https://www.orestisgeorgiou.com/blog-feed/2020/7/3/how-mathematical-models-can-predict-covids-next-step	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/2020/7/3/how-mathematical-models-can-predict-covids-next-step.html	(from https://www.orestisgeorgiou.com/blog)
19:47:34	56225/56225	---MCZ	200	added ('OK')	text/html	etag:W/%222465e09de2658e683ca8645b81e6c838--gzip%22	https://www.orestisgeorgiou.com/blog-feed/2019/5/27/cultivating-innovation-and-creativity	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/2019/5/27/cultivating-innovation-and-creativity.html	(from https://www.orestisgeorgiou.com/blog)
19:47:36	99883/99883	---MCZ	200	added ('OK')	text/html	etag:W/%22612025d5196c70092334be71a60ab929--gzip%22	https://www.orestisgeorgiou.com/blog-feed/choose-a-job-you-love-and-you-will-never-have-to-work-a-single-day-blog-dr-orestis-georgiou	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/choose-a-job-you-love-and-you-will-never-have-to-work-a-single-day-blog-dr-orestis-georgiou.html	(from https://www.orestisgeorgiou.com/blog)
19:47:38	99003/99003	---MCZ	200	added ('OK')	text/html	etag:W/%22b6896f2e24101a9d76ffe9d43adc4a19--gzip%22	https://www.orestisgeorgiou.com/blog-feed/visualising-haptics-blog-dr-orestis-georgiou	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/visualising-haptics-blog-dr-orestis-georgiou.html	(from https://www.orestisgeorgiou.com/blog)
19:47:40	96627/96627	---MCZ	200	added ('OK')	text/html	etag:W/%228c1b4ff42dd54ed7b66262e60f05e4ec--gzip%22	https://www.orestisgeorgiou.com/blog-feed/haptic-reflections-of-2017-blog-dr-orestis-georgiou-zhz7y	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/haptic-reflections-of-2017-blog-dr-orestis-georgiou-zhz7y.html	(from https://www.orestisgeorgiou.com/blog)
19:48:17	95620/95620	---MCZ	200	added ('OK')	text/html	etag:W/%22d3441df31facff915a28aae479ec18a1--gzip%22	https://www.orestisgeorgiou.com/blog-feed/hackathon-opportunities-blog-dr-orestis-georgiou-ahsc8	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/hackathon-opportunities-blog-dr-orestis-georgiou-ahsc8.html	(from https://www.orestisgeorgiou.com/blog)
19:48:28	46397/46397	---M-Z	200	added ('OK')	text/javascript	etag:W/%22b1ed8a553ef0cb975195b96a7855f186%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-5ad65cc95ea5219518360-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-5ad65cc95ea5219518360-min.en-US.js	(from https://www.orestisgeorgiou.com/contact)
19:48:41	91895/91895	---MCZ	200	added ('OK')	text/html	etag:W/%22567f9238c2428fdfa7b0a5b8678120fa--gzip%22	https://www.orestisgeorgiou.com/blog-feed/engaging-with-academics-how-this-is-a-win-win-blog-dr-orestis-georgiou	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/engaging-with-academics-how-this-is-a-win-win-blog-dr-orestis-georgiou.html	(from https://www.orestisgeorgiou.com/blog)
19:48:46	46985/46985	---M-Z	200	added ('OK')	text/javascript	etag:%22ccc9c172c9873d2cc63f85bed666de88%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-712a4c65bb95ea1c746df-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-712a4c65bb95ea1c746df-min.en-US.js	(from https://www.orestisgeorgiou.com/privacy-policy)
19:49:12	1720832/1720832	---M-Z	200	added ('OK')	text/javascript	etag:%22e2b2b657a163af740e338b00cf03ef9c%22	http://assets.squarespace.com/universal/scripts-compressed/common-7133f016992c56e5a06b6-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/common-7133f016992c56e5a06b6-min.en-US.js	(from https://www.orestisgeorgiou.com/contact)
19:49:16	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Fri,%2017%20Feb%202023%2014:19:12%20GMT	http://static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/5ca6800f71c10ba479e4b195/1554415638719/grid.jpg?format=1500w	/home/aramaanmeher/websites/Aca/static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/5ca6800f71c10ba479e4b195/1554415638719/grid.6226f7.delayed	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:36	1720856/1720856	---M-Z	200	added ('OK')	text/javascript	etag:%22280a0fb4088399ba6a8571c495141860%22	http://assets.squarespace.com/universal/scripts-compressed/common-edb46381854a23d678edd-min.en-US.js	/home/aramaanmeher/websites/Aca/assets.squarespace.com/universal/scripts-compressed/common-edb46381854a23d678edd-min.en-US.js	(from https://www.orestisgeorgiou.com/privacy-policy)
19:49:36	72910/72910	---M--	200	added ('OK')	image/jpeg	etag:CKWUoY7IwusCEAE=	https://images.squarespace-cdn.com/content/5c6fd1c7c2ff616d47ed3809/1554415632686-5VYKSY0F4SZDBTESSBQX/grid.jpg?content-type=image%2Fjpeg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/5c6fd1c7c2ff616d47ed3809/1554415632686-5VYKSY0F4SZDBTESSBQX/gridee8a.jpg	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:36	680098/680098	---M--	200	added ('OK')	image/jpeg	etag:CLyTp5jhjfsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/f33a60da-db78-4acf-83f5-49da33d0b99a/b-139.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/f33a60da-db78-4acf-83f5-49da33d0b99a/b-139.jpg	(from https://www.orestisgeorgiou.com/contact)
19:49:39	84773/84773	---M--	200	added ('OK')	application/rss+xml	etag:W/%2239e6ab805a5d19adc11e464d49a62b36%22	https://www.orestisgeorgiou.com/blog-feed?format=rss	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feeda409	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:39	72910/72910	---M--	200	added ('OK')	image/jpeg	etag:CKWUoY7IwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554415632686-5VYKSY0F4SZDBTESSBQX/grid.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554415632686-5VYKSY0F4SZDBTESSBQX/grid.jpg	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:41	186731/186731	---M--	200	added ('OK')	image/jpeg	etag:COLSmJDIwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554415670706-638H4OG101KCYNX7ZQQX/bc.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1554415670706-638H4OG101KCYNX7ZQQX/bc.jpg	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:44	55843/55843	---MCZ	200	added ('OK')	text/html	etag:W/%22df3bdd3b765cd41747040549cc2a2fb1--gzip%22	https://www.orestisgeorgiou.com/blog-feed?author=5a4e5a4d6f935edd34bf8e5e	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed2d3a.html	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:51	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Fri,%2017%20Feb%202023%2014:19:50%20GMT	http://static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/63da8041e919415e421e9576/1675264065262/Screenshot+2023-02-01+at+17.06.58.png?format=1500w	/home/aramaanmeher/websites/Aca/static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/63da8041e919415e421e9576/1675264065262/Screenshot+2023-02-01+at+17.06.58.6926f7.delayed	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:49:51	107352/107352	---M--	200	added ('OK')	image/svg+xml	etag:%22d49a4c8afd502aa06d8ea512e01bb976%22	https://www.orestisgeorgiou.com/universal/svg/social-accounts.svg	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/universal/svg/social-accounts.svg	(from https://www.orestisgeorgiou.com/blog-feed/2019/4/4/my-creative-process)
19:49:54	28109/28109	---M--	200	added ('OK')	image/jpeg	etag:CJbJzJvO9PwCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/86452b2d-1c0e-41b1-8e90-fc7b1bd4bedb/7edb-4586508629-b024f4dc78.jpeg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/86452b2d-1c0e-41b1-8e90-fc7b1bd4bedb/7edb-4586508629-b024f4dc78.jpg	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:49:54	952245/952245	---M--	200	added ('OK')	image/png	etag:COLN9vrM9PwCEAE=	https://images.squarespace-cdn.com/content/5c6fd1c7c2ff616d47ed3809/22fee85e-95e9-45c5-b3cc-f312ee48d76e/Screenshot+2023-02-01+at+17.06.58.png?content-type=image%2Fpng	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/5c6fd1c7c2ff616d47ed3809/22fee85e-95e9-45c5-b3cc-f312ee48d76e/Screenshot+2023-02-01+at+17.06.585d45.png	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:49:55	147877/147877	---M--	200	added ('OK')	image/jpeg	etag:CIfZp6DJ9PwCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/c2dbb28f-9a26-4b56-bec2-ffc1268f59eb/rsos210625f01.jpg	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/c2dbb28f-9a26-4b56-bec2-ffc1268f59eb/rsos210625f01.jpg	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:49:58	820056/820056	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Feb%202023%2014:19:56%20GMT	https://www.dropbox.com/s/t809ucrv5gbmfu2/My%20Movie%202.MOV?dl=0	/home/aramaanmeher/websites/Aca/www.dropbox.com/s/t809ucrv5gbmfu2/My%20Movie%202ec75.html	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:50:01	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2017%20Feb%202023%2014:19:59%20UTC	https://www.orestisgeorgiou.com/%22https://www.youtube.com/embed/YNye8bci9zA?feature=oembed\%22	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/_https_/www.youtube.com/embed/YNye8bci9zA.6e6b6f.delayed	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:50:03	41721/41721	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22ae6deae36295dd8e210c5265dfa43ebf%22	https://www.orestisgeorgiou.com/blog-feed/2023/2/1/%22https://www.youtube.com/embed/YNye8bci9zA?feature=oembed%22	/home/aramaanmeher/websites/Aca/www.orestisgeorgiou.com/blog-feed/2023/2/1/_https_/www.youtube.com/embed/YNye8bci9zA.6f250f.delayed	(from https://www.orestisgeorgiou.com/blog-feed/2023/2/1/are-public-touchscreens-safe-to-touch)
19:50:04	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Fri,%2017%20Feb%202023%2014:20:04%20GMT	http://static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/5c995f6d24a6947fcf5704d0/5eff496765a3745ddd0e4929/1593789264269/0.png?format=1500w	/home/aramaanmeher/websites/Aca/static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/5c995f6d24a6947fcf5704d0/5eff496765a3745ddd0e4929/1593789264269/026f7.png	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:08	1105635/1105635	---M--	200	added ('OK')	image/png	etag:CNT2qP/ixOsCEAE=	https://images.squarespace-cdn.com/content/5c6fd1c7c2ff616d47ed3809/1593789251934-BEVWEKSFI1Y9ADK91Y4C/0.png?content-type=image%2Fpng	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/5c6fd1c7c2ff616d47ed3809/1593789251934-BEVWEKSFI1Y9ADK91Y4C/05d45.png	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:08	8565/8565	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2017%20Feb%202023%2014:20:08%20GMT	https://www.parliament.uk/documents/post/POST_Role%20of%20Research%20in%20UK%20Parliament%202017.pdf	/home/aramaanmeher/websites/Aca/www.parliament.uk/documents/post/POST_Role%20of%20Research%20in%20UK%20Parliament%202017.72.delayed	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:13	1539955/1539955	---M--	200	added ('OK')	image/png	etag:CPf/vfrHwusCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1593788859722-I99CGNVBS8AGB84B7W0M/0+(1).png	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1593788859722-I99CGNVBS8AGB84B7W0M/0+(1).png	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:20	4159451/4159451	---M--	200	added ('OK')	image/png	etag:CP7mh//ixOsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1593789132931-14ZDZHM5938CLDKVQJX2/0+(3).png	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1593789132931-14ZDZHM5938CLDKVQJX2/0+(3).png	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:26	3309556/3309556	---M--	200	added ('OK')	image/png	etag:CPLqhf7ixOsCEAE=	https://images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1593788978139-9YYNJC72U92LO1KTOOVC/0+(2).png	/home/aramaanmeher/websites/Aca/images.squarespace-cdn.com/content/v1/5c6fd1c7c2ff616d47ed3809/1593788978139-9YYNJC72U92LO1KTOOVC/0+(2).png	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:26	377041/377041	---M--	200	added ('OK')	application/pdf	etag:%221078e63f8-5c0d1-4f98a18940700%22	https://www.brown.edu/academics/science-center/sites/brown.edu.academics.science-center/files/uploads/Quick_Guide_to_Science_Communication_0.pdf	/home/aramaanmeher/websites/Aca/www.brown.edu/academics/science-center/sites/brown.edu.academics.science-center/files/uploads/Quick_Guide_to_Science_Communication_0.pdf	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/the-rise-of-the-scientist)
19:50:42	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Fri,%2017%20Feb%202023%2014:20:36%20GMT	http://static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/5eff4933d100920c144a1ea4/1593788725931/0.jpeg?format=1500w	/home/aramaanmeher/websites/Aca/static1.squarespace.com/static/5c6fd1c7c2ff616d47ed3809/t/5eff4933d100920c144a1ea4/1593788725931/0.7926f7.delayed	(from https://www.orestisgeorgiou.com/blog-feed/2020/7/3/how-mathematical-models-can-predict-covids-next-step)
